imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,budget_,usa_gross_income_,worlwide_gross_income_,usa_revenue,worlwide_revenue,Main Actor,Main Director,Main Writer,Main genre,Main Language,Main Country,movie_ID
tt0078723,1941 - Allarme a Hollywood,1941,1979,1980-02-22,"Action, Comedy, War",118,USA,"English, Japanese, German, Spanish",Steven Spielberg,"Robert Zemeckis, Bob Gale",Universal Pictures,"Dan Aykroyd, Ned Beatty, John Belushi, Lorraine Gary, Murray Hamilton, Christopher Lee, Tim Matheson, Toshirô Mifune, Warren Oates, Robert Stack, Treat Williams, Nancy Allen, Lucille Benson, Jordan Cohen, John Candy",Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.,5.8,30826,$ 35000000,$ 31755742,$ 92455742,34.0,255.0,75.0,35000000.0,31755742.0,92455742.0,-3244258,57455742,Dan Aykroyd,Steven Spielberg,Robert Zemeckis,Action,English,USA,307
tt0078740,Airport '80,The Concorde... Airport '79,1979,1979-08-17,"Action, Drama, Thriller",113,USA,"English, French, Spanish",David Lowell Rich,"Arthur Hailey, Jennings Lang",Universal Pictures,"Alain Delon, Susan Blakely, Robert Wagner, Sylvia Kristel, George Kennedy, Eddie Albert, Bibi Andersson, Charo, John Davidson, Andrea Marcovicci, Martha Raye, Cicely Tyson, Jimmie Walker, David Warner, Mercedes McCambridge","A supersonic airborne disaster. In order to survive a flight headed for the Moscow Olympics, passengers of the Concorde must endure aerial acrobatics to dodge missiles and survive a device that decompresses the plane.",4.5,5499,$ 14000000,$ 13015688,$ 13015688,39.0,84.0,44.0,14000000.0,13015688.0,13015688.0,-984312,-984312,Alain Delon,David Lowell Rich,Arthur Hailey,Action,English,USA,308
tt0079753,Il prigioniero di Zenda,The Prisoner of Zenda,1979,1979-08-17,"Adventure, Comedy",108,USA,English,Richard Quine,"Dick Clement, Ian La Frenais",Universal Pictures,"Peter Sellers, Lynne Frederick, Lionel Jeffries, Elke Sommer, Gregory Sierra, Jeremy Kemp, Catherine Schell, Simon Williams, Stuart Wilson, Norman Rossington, John Laurie, Graham Stark, Michael Balfour, Arthur Howard, Ian Abercrombie","In order to save King Rudolph of Ruritania from assassins and murderous usurpers, the kingdom hires a look-a-like London cabby to impersonate the Monarch.",5.2,1043,$ 12500000,$ 7650600,$ 7650600,,18.0,3.0,12500000.0,7650600.0,7650600.0,-4849400,-4849400,Peter Sellers,Richard Quine,Dick Clement,Adventure,English,USA,340
tt0080455,The Blues Brothers - I fratelli Blues,The Blues Brothers,1980,1980-11-13,"Adventure, Comedy, Crime",133,USA,English,John Landis,"Dan Aykroyd, John Landis",Universal Pictures,"Tom Erhart, Gerald Walling, John Belushi, Walter Levine, Frank Oz, Dan Aykroyd, Kathleen Freeman, Cab Calloway, Donald Dunn, Alonzo Atkins, James Brown, Chaka Khan, Southern California Community Choir, Armand Cerami, Steven Williams","Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",7.9,178921,$ 27000000,$ 57229890,$ 115229890,60.0,408.0,156.0,27000000.0,57229890.0,115229890.0,30229890,88229890,Tom Erhart,John Landis,Dan Aykroyd,Adventure,English,USA,362
tt0080934,L'isola,The Island,1980,1980-06-13,"Action, Adventure, Drama",109,USA,English,Michael Ritchie,"Peter Benchley, Peter Benchley",Universal Pictures,"Michael Caine, David Warner, Angela Punch McGregor, Frank Middlemass, Don Henderson, Dudley Sutton, Colin Jeavons, Zakes Mokae, Brad Sullivan, Jeffrey Frank, John O'Leary, Bruce McLaughlin, James J. Casino, Suzanne Astor, Susan Bredhoff",A journalist takes his son with him to investigate pirate activity off the coast of Florida. But he gets stranded on a mysterious island--where he might not be alone.,5.3,3743,$ 22000000,$ 15716828,$ 15716828,,78.0,43.0,22000000.0,15716828.0,15716828.0,-6283172,-6283172,Michael Caine,Michael Ritchie,Peter Benchley,Action,English,USA,382
tt0081150,Una volta ho incontrato un miliardario,Melvin and Howard,1980,1980-09-19,"Comedy, Drama",95,USA,English,Jonathan Demme,Bo Goldman,Universal Pictures,"Jason Robards, Paul Le Mat, Elizabeth Cheshire, Mary Steenburgen, Chip Taylor, Melvin E. Dummar, Michael J. Pollard, Denise Galik, Gene Borkan, Lesley Margret Burton, Wendy Lee Couch, Marguerite Baierski, Janice King, Deborah Ann Klein, Theodora Thomas",The story of hard-luck,6.8,4318,$ 7000000,$ 4309490,$ 4309490,,38.0,27.0,7000000.0,4309490.0,4309490.0,-2690510,-2690510,Jason Robards,Jonathan Demme,Bo Goldman,Comedy,English,USA,386
tt0081249,The Nude Bomb,The Nude Bomb,1980,1980-05-09,"Action, Comedy, Crime",94,USA,English,Clive Donner,"Mel Brooks, Buck Henry",Universal Pictures,"Don Adams, Sylvia Kristel, Rhonda Fleming, Dana Elcar, Pamela Hensley, Andrea Howard, Norman Lloyd, Bill Dana, Gary Imhoff, Sarah Rush, Vittorio Gassman, Walter Brooke, Thomas Hill, Ceil Cabot, Joey Forman",Maxwell Smart is recalled to duty to help fight a villian who threatens to detonate a weapon that destroys clothing.,5.2,2957,$ 15000000,$ 14662035,$ 14662035,,34.0,19.0,15000000.0,14662035.0,14662035.0,-337965,-337965,Don Adams,Clive Donner,Mel Brooks,Action,English,USA,388
tt0081777,Xanadu,Xanadu,1980,1980-08-08,"Fantasy, Musical, Romance",96,USA,English,Robert Greenwald,"Richard Christian Danus, Marc Reid Rubel",Universal Pictures,"Olivia Newton-John, Gene Kelly, Michael Beck, James Sloyan, Dimitra Arliss, Katie Hanley, Fred McCarren, Renn Woods, Sandahl Bergman, Lynn Latham, Melinda Phelps, Cherise Bates, Juliette Marshall, Marilyn Tokuda, Yvette Van Voorhees",A struggling artist living in Los Angeles meets a girl who may hold the key to his happiness.,5.2,11775,$ 20000000,$ 22762571,$ 22762571,35.0,325.0,57.0,20000000.0,22762571.0,22762571.0,2762571,2762571,Olivia Newton-John,Robert Greenwald,Richard Christian Danus,Fantasy,English,USA,410
tt0082001,All Night Long,All Night Long,1981,1981-03-06,"Comedy, Drama, Romance",87,USA,English,Jean-Claude Tramont,W.D. Richter,Universal Pictures,"Gene Hackman, Barbra Streisand, Diane Ladd, Dennis Quaid, Kevin Dobson, William Daniels, Ann Doran, James Nolan, Judy Kerr, Marlyn Gates, Raleigh Bond, Mitzi Hoag, Charles Siebert, James Ingersoll, Tandy Cronyn",A drummer plants doubts into the mind of a bandleader about his wife's faithfulness in an attempt to take over the band himself.,5.6,1574,$ 14000000,$ 4454295,$ 4454295,,18.0,9.0,14000000.0,4454295.0,4454295.0,-9545705,-9545705,Gene Hackman,Jean-Claude Tramont,W.D. Richter,Comedy,English,USA,412
tt0082121,Libertà poco vigilata,Bustin' Loose,1981,1981-05-22,"Comedy, Drama",94,USA,English,"Oz Scott, Michael Schultz","Lonne Elder III, Richard Pryor",Universal Pictures,"Richard Pryor, Cicely Tyson, Angel Ramirez Jr., Jimmy Hughes, Edwin DeLeon, Edwin Kinter, Tami Luchow, Janet Wong, Alphonso Alexander, Kia Cooper, Robert Christian, George Coe, Bill Quinn, Roy Jenson, Fred Carney",The director of a foster home is forced to move her kids from Philadelphia to Seattle in a broken down bus - driven by a fast-talking parolee assigned to the task. A hilarious road trip adventure.,6.1,2741,$ 11000000,$ 31261269,$ 31261269,55.0,16.0,5.0,11000000.0,31261269.0,31261269.0,20261269,20261269,Richard Pryor,Oz Scott,Lonne Elder III,Comedy,English,USA,419
